"Company","Ticker"
"Stepan Company", "SCL"
"Sterling Ethanol, LLC", "None"
"Sterling Power Partners, LP", "None"
"Steuben County", "None"
"St. Landry Parish Solid Waste Disposal District", "None"
"St. Lucie County Commissioners", "None"
"St. Mary Parish Government", "None"
"ST Paper", "None"
"Strategic Minerals Corporation", "None"
"Subaru of Indiana Automotive, Incorporated", "FUJHY"
"SUEZ-DEGS of Tuscola, LLC", "None"
"Suez Energy Generation NA, Inc", "GDFZY"
"Sullivan County", "None"
"SUMCO Phoenix Corporation", "None"
"Sumitomo Corporation of America", "SSUMY"
"Summit County Resource Allocation Park", "None"
"Summit Ethanol dba POET Biorefining - Leipsic", "None"
"Summit Materials, LLC", "SUM"
"SUNBURY GENERATION LP", "None"
"Sun Capital", "None"
"Suncoke Energy", "SXC"
"Suncor Energy (U.S.A.)", "SU"
"Sunflower Electric Power Corporation", "None"
"Sunny Farms Landfill, LLC", "None"
"Sunnyside Cogeneration Associates", "None"
"SUNOCO INC", "SUN"
"Sunoco, Inc. (RandM)", "SUN"
"Sunoco Inc. Refining and Marketing", "SUN"
"Superior Industries International, Inc.", "SUP"
"Surry County Landfill", "None"
"Sussex County Board of Supervisors", "None"
"Sussex County MUA", "None"
"Swift Energy Operating, LLC", "SFY"
"Synagro - Central, LLC", "None"
"Synagro - South, LLC", "None"
"Syngenta Corporation", "None"
"Syracuse University", "None"
"Taiheiyo Cement U.S.A., Inc.", "None"
"Talisman Energy USA Inc.", "TLM"
"Taminco Inc.", "None"
"Tampa Electric Company", "None"
"Tanadgusix Corporation", "None"
"Tangipahoa Parish Government", "None"
"Tanner Street Generation, LLC", "None"
"Targa Downstream LP", "NGLS"
"Targa Resources Corporation", "TRGP"
"Tate and Lyle Ingredients America LLC", "None"
"Tate and Lyle Ingredients Americas, LLC", "TATYY"
"Taunton Municipal Lighting Plant", "None"
"Tazewell County Board of Supervisors", "None"
"TC Industries, Inc.", "None"
"Teck American Incorporated", "TECK"
"Tejas Power Generation, LLC.", "None"
"Temple Inland", "None"
"Temple University of the Commonwealth System of Higher Education Facilities Management", "None"
"Tenaska Energy, Inc. and Tenaska Energy Holdings, LLC", "None"
"Tenaska Power Fund, L.P.", "None"
"Tennessee Board of Regents", "None"
"Tensas Parish Police Jury", "None"
"Terra-Gen Power, LLC", "None"
"Terrebonne Parish Consolidated Government", "None"
"Tesoro Corporation", "TSO"
"Tetra Technologies, Inc.", "TTI"
"TETRA Technologies Incorporated", "TTI"
"Texas Disposal System Landfill, Inc.", "None"
"Texas Eastern Transmission, L.P.", "None"
"Texas Industries, Inc", "TXI"
"Texas Instruments Incorporated", "TXN"
"Texas Lehigh Cement Company, LP", "None"
"Texas Medical Center Central Heating and Cooling Services Corporation", "None"
"Texas Municipal Power Agency", "None"
"Texas Tech University", "None"
"Texoma Area Solid Waste Authority", "None"
"Textron Inc.", "TXT"
"TGGT Holdings, LLC", "None"
"Tharaldson Ethanol Plant I, LLC", "None"
"The AES Corporation", "AES"
"The AES Corporation (AES owns 100% of the common stock for Units GT1 and GT4)", "AES"
"The AES Corporation (Ownership interest reported is 100% of common stock)", "AES"
"The AES Corporation (Ownership interest reported is percentage of common stock)", "AES"
"The Andersons, Inc.", "ANDE"
"The Board of Trustees of the University of Illinois", "None"
"The Boeing Company", "BA"
"The Children's Hospital of Philadelphia", "None"
"The City of Fargo", "None"
"The City of New York c/o DEP Bureau of Wastewater Treatment", "None"
"The Dayton Power and Light Company", "None"
"The Dow Chemical Company", "DOW"
"The Empire District Electric Co.", "EDE"
"The Empire District Electric Company", "EDE"
"The George Washington University", "None"
"The Goodyear Tire and Rubber Co.", "GT"
"The Goodyear Tire and Rubber Co, Inc", "GT"
"The Goodyear Tire and Rubber Company", "GT"
"The Goodyear Tire and Rubber Company, Inc.", "GT"
"The Harrisburg Authority", "None"
"The International Group, Inc.", "None"
"The Johns Hopkins Hospital", "None"
"The Johns Hopkins University", "None"
"The Kraft Group", "None"
"The Lubrizol Corporation", "LZ"
"The Madison County Department of Solid Waste and Sanitation", "None"
"The Monarch Cement Company", "None"
"The Morning Star Company", "None"
"The Mosaic Company", "MOS"
"The Mount Sinai Medical Center", "None"
"The Newark Group", "None"
"The Newark Group Inc.", "None"
"The Pennsylvania State University", "None"
"The President and Fellows of Harvard College, Harvard University", "None"
"The Procter and Gamble Company", "PG"
"The Procter and Gamble Paper Products Company", "PG"
"The Renco Group, Inc", "None"
"Thermafiber, Inc", "None"
"Thermagen Power Group, LLC", "None"
"Thermal Ventures II, L.P.", "None"
"Thermo Cogeneration Partnership, L.P.", "None"
"The Sinclair Companies", "None"
"The State of Kansas", "None"
"The State University of New York", "None"
"The Timken Company", "TKR"
"The Trustees of Princeton University", "None"
"The University of Delaware", "None"
"The University of Iowa", "None"
"The University of Maine System", "None"
"The University of Michigan", "None"
"The University of North Carolina at Chapel Hill", "None"
"The University of Tennessee", "None"
"The University of Texas System", "None"
"THE UNIVERSITY SYSTEM OF GEORGIA", "None"
"The Walt Disney Company", "DIS"
"The Williams Companies", "WMB"
"The Williams Companies, Inc.", "WMB"
"The Yale Corporation", "None"
"Thiele Kaolin Company", "None"
"Three Rivers Solid Waste Authority", "None"
"Three Rivers Solid Waste Management Authority", "None"
"ThyssenKrupp Components Technologies", "None"
"ThyssenKrupp Steel USA, LLC", "None"
"Timbalier Bay Production Complex", "None"
"TIN Inc., dba Temple-Inland", "None"
"Tioxide Americas LLC", "None"
"Titan America, LLC", "None"
"Titan International", "TWI"
"Titan International Inc.", "TWI"
"Titanium Metals Corp. (TIMET)", "None"
"Toolrock Holdings Inc.", "None"
"Toray Holding (USA), Inc", "TRYIY"
"TOTAL E and P USA, INC", "TOT"
"Total Holdings Inc", "None"
"TOTAL Holdings USA, Inc.", "TOT"
"Town of Babylon", "None"
"Town of Bourne", "None"
"Town of Brookhaven", "None"
"Town of Colonie, NY", "None"
"Town of Manchester", "None"
"Town of Middleborough", "None"
"Town of Munster", "None"
"Town of North Hempstead", "None"
"Town of Smithtown", "None"
"Town of Windsor", "None"
"Toyota Motor North America, Inc", "TM"
"TPC Group Inc.", "None"
"TPF Genco Co-Investment Fund, L.P.", "None"
"TPF II-A, L.P.", "None"
"TPF II-B, L.P.", "None"
"TPF II, L.P.", "None"
"TRADEMARK NITROGEN CORPORATION", "None"
"TransAlta Centralia Generation LLC", "TAC"
"TransAlta Corporation", "TAC"
"TransCanada American Investments Ltd.", "TRP"
"TransCanada Corporation", "TRP"
"TransCanada Energy USA, Inc.", "TRP"
"TransCanada Pipeline USA Ltd.", "TRP"
"Trans-Jordan Cities", "None"
"TransLoad America, Inc.", "None"
"Transtech Industries, Inc.", "None"
"Transworld Oil USA, Inc.", "None"
"Traxys North America LLC", "None"
"TRC Cypress Group", "None"
"TRC Solutions Inc.", "None"
"TreeHouse Foods, Inc.", "THS"
"Trident Seafoods Corporation", "None"
"TRI-STATE GENERATION and TRANSMISSION", "None"
"Tri-State Generation and Transmission Association", "None"
"Tri-State Generation and Transmission Association, Inc.", "None"
"Tri-State Generation and Transmission Association, Inc. (100 % Ownership of Unit 3 only)", "None"
"Tristream Energy, LLC", "None"
"Triumph Group Inc.", "TGI"
"Trona Operating Partners", "None"
"Tronox Inc.", "TROX"
"Tr-State Generation and Transmission Association, Inc.", "None"
"TRUNKLINE GAS COMPANY", "TRK"
"TRUNKLINE LNG Company", "TRK"
"Trustees of Boston University", "None"
"Trustees of Columbia University", "None"
"Trustees of Dartmough College", "None"
"Try Energy", "None"
"T S Landfill, Inc.", "None"
"Tube City IMS", "None"
"Tucson Electric Power", "None"
"Tucson Electric Power Company", "TEP"
"Tulare County Resource Management Agency", "None"
"TURLOCK IRRIGATION DISTRICT", "None"
"TWIN Landfill Corporation", "None"
"Tyr Energy", "None"
"Tyr Energy, Inc.", "None"
"Tyr Energy, Inc. and Chubu Electric Power Co., Inc.", "None"
"Tyson Foods", "TSN"
"Tyson Foods Inc.", "TSN"
"Tyson Foods Incorporated", "TSN"
"UGI Corporation", "UGI"
"UGI Energy Services, Inc.", "UGI"
"Uniboard USA LLC", "None"
"Unified Government of Wyandotte County/Kansas City Kansas", "None"
"Unimin Corporation", "None"
"Union Oil Company of California", "None"
"Union Parish Police Jury", "None"
"Union Power Partners, LP", "None"
"Union Underwear Company, Inc dba Fruit of the Loom", "None"
"UniSea, Inc.", "None"
"UniSource Energy Corporation", "UNS"
"UniSource Energy Corporation (100% Ownership of Units 1 and 2 only / Operator for all units)", "UNS"
"United Continental Holdings, Inc", "UAL"
"United Dairymen of Arizona", "None"
"United Ethanol LLC", "None"
"United Refining Inc.", "None"
"United States Army", "None"
"United States Department of Energy", "None"
"United States Gypsum Companu", "USG"
"United States Gypsum Company", "USG"
"United States of America, acting by and through the Architect of the Capitol", "None"
"United States Premium Beef Ltd", "None"
"United States Steel", "X"
"United States Steel Corporation", "X"
"United States Sugar Corporation", "None"
"United Technologies Corporation", "UTX"
"United Wisconsin Grain Producers LLC", "None"
"Univeristy of California", "None"
"Universal Stainless and Alloy Products, Inc.", "USAP"
"University of Arizona/Arizona Board of Regents", "None"
"University of Arkansas System", "None"
"University of California", "None"
"University of California San Diego", "None"
"University of Chicago", "None"
"University of Cincinnati", "None"
"University of Colorado at Boulder Powerhouse", "None"
"University of Connecticut", "None"
"University of Kentucky", "None"
"University of Massachusetts", "None"
"University of Nebraska", "None"
"University of Nebraska Board of Regents", "None"
"University of North Dakota", "None"
"University of Northern Iowa", "None"
"University of Notre Dame", "None"
"University of Oklahoma Board of Regents", "None"
"UNIVERSITY OF PITTSBURGH", "None"
"University of Pittsburgh - Of the Commonwealth System of Higher Education", "None"
"University of Rochester", "None"
"University of Texas at Austin", "None"
"University of Toledo", "None"
"University of Vermont and State Agricultural College", "None"
"University of Virginia - State of Virginia", "None"
"University of Washington Board of Regents", "None"
"Upper Southwest Regional Solid Waste Management District", "None"
"U.S. Air Force Robins AFB", "None"
"U.S. Bureau of Reclamation", "None"
"U.S. Department of Agriculture", "None"
"U. S. Department of Energy", "None"
"US Department of the Army", "None"
"US DEPT OF THE ARMY", "None"
"US Enrichment Corporation", "None"
"USG Corporation", "USG"
"U.S. Government", "None"
"U.S. GOVERNMENT ~ CHIEF OF NAVAL RESEARCH", "None"
"U.S. Gypsum", "USG"
"U.S. Lime and Minerals, Inc.", "None"
"US Navy", "None"
"USRG", "None"
"USS Galvanizing, Inc.", "None"
"U.S. Silica Company", "SLCA"
"U. S. Steel Corporation", "X"
"U.S. Sugar Corp.", "None"
"Utah Associated Municipal Power Systems", "None"
"Utah Municipal Power Association", "None"
"Utilities Board of the City of Trussville", "None"
"Valero", "VLO"
"Valero Corporation", "VLO"
"Valero Energy Corporation", "VLO"
"Valero Renewable Fuels Company, LLC", "VLO"
"Vale SA", "VALE"
"Valley Proteins, Inc", "None"
"Val Verde Gas Gathering Company L.P.", "None"
"Vanderbilt University Board of Trust", "None"
"VandM STAR Ohio, LLP", "None"
"VandM STAR Texas, LLP", "None"
"Vantage Specialty Chemicals", "None"
"Vector Pipeline", "None"
"Vector Pipeline, LP", "None"
"Vectren", "VVC"
"Vectren Corporation", "VVC"
"Venoco Inc.", "VQ"
"Ventura Refining and Transmission, LLC", "None"
"Ventura Regional Sanitation District", "None"
"Veolia Environnement North America Operations, Inc.", "None"
"Veolia Environnment North America Operations, Inc.", "VIE"
"Veresen Inc.", "None"
"Veresen U.S. Power Inc.", "None"
"VERSADO", "None"
"Versado Gas Processing LLC", "None"
"Versado Gas Processors LLC", "None"
"Verso Paper Corp.", "VRS"
"Verso Paper Corporation", "VRS"
"Vesco Energy Services LLC", "None"
"Veyance Technologies, Inc.", "None"
"Village of Freeport", "None"
"Virgin Island Water and Power Authority", "None"
"Viscofan USA, Inc.", "None"
"Viskase Companies, Inc", "VIKS"
"Vista Metals Corp.", "None"
"Volusia County Board of County Commissioners", "None"
"Votorantim Cimentos North America", "VMC"
"VSI Holdings LLC", "None"
"Vulcan Materials Company", "VMC"
"VVF Intervest LLC", "None"
"Wabash Valley Power", "None"
"Wabash Valley Power Association", "None"
"Wabash Valley Power Association, Inc.", "None"
"Wake County Government", "None"
"WALNUT ENERGY CENTER AUTHORITY", "None"
"Walter Energy, Inc.", "WLTGQ"
"Walter Scott Jr.", "None"
"Walton County Power, LLC", "None"
"Walton EMC", "None"
"W. A. Moncrief, Jr.", "None"
"Wasatch Integrated Waste Management District", "None"
"Washington County", "None"
"Washington County Commissioners", "None"
"Washington County Power, LLC", "None"
"Washington Mills North Grafton, Inc.", "None"
"Washington University Medical School", "None"
"Waste Commission of Scott County", "None"
"Waste Connections, Inc.", "WCN"
"Waste Corporation of America", "None"
"Waste Corporation of Missouri", "None"
"Waste Management", "WM"
"Waste Management, Inc.", "WM"
"Waste Management of Illinois, Inc.", "WM"
"Waste Services of Bluegrass", "None"
"Wausau Paper Corp", "WPP"
"Wausau Paper Corporation", "WPP"
"Wayne State University", "None"
"WCA Waste Corporation", "None"
"Webster Parish Police Jury", "None"
"Wellesley College", "None"
"Wellhead Power Gates, LLC", "None"
"Wellspring Capital Management, LLC", "None"
"W.E. Power, LLC", "None"
"Westar Energy, Inc", "WR"
"Western Berks Landfill Acquisition Co., LLC", "None"
"Western Farmers Electric Cooperative", "None"
"Western Illinois University", "None"
"Western Lime Corporation", "None"
"Western Michigan University", "None"
"Western Minnesota Municipal Power Agency-Exira Station", "None"
"Western New York Energy, LLC", "None"
"Western Placer Waste Management Authority", "None"
"Western Refining, Inc.", "WNR"
"Western Refining Southwest, Incorporated", "WNR"
"Western Sugar Cooperative", "None"
"Western Wisconsin Energy, LLC", "None"
"Westlake Chemical Corp.", "WLK"
"Westlake Chemical Corporation", "WLK"
"Westlake Vinyls Company, LP", "None"
"West Linn Paper Company", "None"
"Westmoreland Coal Company", "None"
"Westmoreland Waste, LLC", "None"
"Wexford County Department of Public Works", "None"
"Weyerhaeuser Company", "WY"
"Weyerhaeuser NR Company", "WY"
"WGL Holdings Inc.", "WGL"
"WHEMCO, Inc.", "None"
"Whirlpool Corporation", "WHR"
"White Birch Paper Company", "None"
"Whiting Petroleum Corporation", "WLL"
"Wicomico County, Maryland", "None"
"Wilkes County", "None"
"Will County", "None"
"William Beaumont Hospital", "None"
"Williams Co.", "None"
"Williamson County", "None"
"Williams Partners L.P.", "WPZ"
"Winnebago County Solid Waste Management Board", "None"
"Winneshiek County Sanitary Landfill", "None"
"Wisconsin Dept. of Administration", "None"
"Wisconsin Electric Power Company", "None"
"Wisconsin Public Power Inc.", "None"
"Wise Metals Group", "None"
"Wolf Hollow I, LP", "None"
"Wolverine Power Supply Cooperative, Inc.", "None"
"Woodland Pulp LLC", "None"
"Worcester County Department of Public Works", "None"
"World Kitchen LLC", "None"
"World Minerals, Inc.", "None"
"World Oil Corp", "None"
"Worsham Steed Gas Storage, LLC", "None"
"Worthington Steel of Michigan, Inc.", "None"
"WPPI Energy", "None"
"W.R. Graceand Co.-Conn.", "GRA"
"WSI Sandy Run Landfill, Inc.", "None"
"WTG Benedum Joint Venture", "None"
"WTG Gas Processing, L.P.", "None"
"WTG Hugoton, L.P.", "None"
"WTG Jameson, L.P.", "None"
"Wyandotte Municipal Services", "None"
"Wyoming Sugar Company", "None"
"Xcel Energy, Inc.", "XEL"
"Xerox Corporation", "XRX"
"XTO Energy, Inc.", "XOM"
"XTO Enregy, Inc.", "XOM"
"Yakima County Public Services - Solid Waste Division", "None"
"Yamato Holding Corporation", "None"
"Yamato Kogyo (USA) Corporation", "None"
"Yellowstone Energy Limited Partnership", "None"
"Yoakum Electric Generating Cooperative", "None"
"York County Solid Waste and Refuse Authority", "None"
"York County, South Carolina", "None"
"Youngstown Thermal Holdings LLC", "None"
"Yuba City Cogeneration, LP", "None"
"Yukon-Nevada Gold Corp.", "None"
"Yuma Ethanol, LLC", "None"
"Zeeland Farm Services, Inc.", "None"
"Zeledyne, LLC", "None"
"Ziemax, Inc.", "None"
