Unnamed: 0,Company,Total GHG
2277,Waste corporation of america,162219.0
2278,"Rolls-royce north america holdings, inc.",33090.0
2279,"Roquette america, inc.",543278.0
2280,Rosboro llc,1372.0
2281,Flakeboard america limited,34981.0
2282,Douglas county public works,88515.0
2283,Washington county commissioners,61499.0
2284,"Rowan county, north carolina",74736.0
2285,Rowan university,34538.0
2286,City of jacksonville,102871.0
2287,Rubicon llc,59132.0
2288,"Rumpke of kentucky, inc.",216032.0
2289,"Rumpke waste, inc",94219.0
2290,"Rutgers, the state university of new jersy",97967.0
2291,Raleigh county solid waste authority,73050.0
2292,Randolph county,31680.0
2293,Avista corporation,6268.0
2294,Transcanada corporation,1930426.0
2295,Platte river power authority,2115959.0
2296,"Garland power & light, city of garland",98938.0
2297,"Black river energy, llc",113805.0
2298,Recology,91876.0
2299,Se choctaw llc,4175192.0
2300,City of redding,11914.0
2301,The walt disney company,288704.79
2302,Reedy creek improvement district,2916.21
2303,California department of water resources,1063336.4
2304,Rensselaer cogeneration llc,13444.0
2305,Republic steel,361324.0
2306,Abibow us inc - catawba operations,165838.0
2307,"Abibow u. s., inc.",457629.0
2308,Abibow us inc,267190.0
2309,"Rhea county, tn",133747.0
2310,Firstenergy generation corp,59988.0
2311,Public service co of new mexico,6512.0
2312,Modesto irrigation district,182567.0
2313,Clark public utilities,654240.0
2314,"Tyson foods, inc",61224.0
2315,Tyson foods,31006.0
2316,Riverbay co-op city,204159.0
2317,"City of riversid, public utility",10513.0
2318,"Ls power developement, llc",39418.0
2319,Greer industries,372465.0
2320,Roanoke valley resource authority,172952.0
2321,Questar overthrust pipeline,42011.0
2322,Buckeye power,29595.0
2323,Southernc company,8794.0
2324,Rock river environmental services,240136.0
2325,"Brazos valley solid waste management agency, inc.",214760.0
2326,Rockbridge county landfill,43360.0
2327,"Rockingham county, virginia",20062.0
2328,"Ls power, llc",16015.0
2329,Roseville electric,205217.0
2330,"Park place development, inc.",38357.0
2331,Brick power holdings llc,212416.0
2332,"Rumpke sanitary landfill, inc.",977134.0
2333,City of jamestown,108704.0
2334,S. d. warren company,106819.0
2335,Sabic innovative plastics us llc,687960.0
2336,Sabine parish police jury,75322.0
2337,Cheniere energy inc,67457.0
2338,Safety-kleen systems inc.,57671.0
2339,"Nrg energy, inc.",174820.5
2340,"Paragon energy holding , llc",174820.5
2341,Saint gobain north america,53658.0
2342,City of st. joseph,202910.0
2343,City of salina,81003.0
2344,Salt lake county,59509.5
2345,"Sampson county disposal, llc",339490.0
2346,City of san angelo,78901.0
2347,"San joaquin refining company, inc.",86746.0
2348,Bp america production company,116571.5
2349,Conocophillips company,116571.5
2350,San diego county department of public works,9578.0
2351,Sanders lead company,182555.0
2352,Sanimax usa inc.,26572.0
2353,Sanofi pasteur inc.,43429.0
2354,City of santa maria,31838.0
2355,Santa rosa county board of county commissioners,93596.0
2356,Santee print works inc,29552.0
2357,"Sapa extrusions, inc.",60057.0
2358,S.d. warren company,331766.0
2359,Saputo cheese usa inc.,88169.0
2360,"Sarpy county, nebraska",112242.0
2361,City of whittier,18363.0
2362,Imperial sugar co.,104106.0
2363,Imperial sugar company,199765.0
2364,City of savannah - refuse disposal department,143268.0
2365,"Sc johnson and son, inc.",23089.0
2366,Sacramento cogeneration authority,370224.0
2367,"Sca tissue north america, inc",64743.0
2368,Sca tissue north america inc.,119647.0
2369,Waste commission of scott county,50407.0
2370,Hess corporation,265443.56
2371,Graftech international ltd.,181613.0
2372,Seccra,44678.0
2373,Dekalb county public works department sanitation division,185727.0
2374,Iesi,124742.0
2375,Sensient technologies corporation,38426.0
2376,Kane county,127822.0
2377,"Seymour of sycamore, inc.",571.0
2378,Wabash valley power association,225.0
2379,Shapes/arch holdings llc,24728.0
2380,Shaw industries inc.,83381.0
2381,Shelby county commission,72193.0
2382,City of shelby,96842.0
2383,"Shell petroleum, inc.",1029112.0
2384,Shell chemical lp,10132.0
2385,Deer park refining limited partnership,4506098.0
2386,Shell petroleum inc.,4506098.0
2387,Shell oil products us,2048229.0
2388,Sherwin alumina company llc,195252.0
2389,C-k tech inc.,139563.0
2390,"C-k tech, inc.",133457.0
2391,"Shoosmith bros., inc.",69843.0
2392,Lane county,160933.0
2393,"Show-me ethanol, llc",78718.0
2394,"Showa denko carbon, inc",242960.0
2395,Si group,26790.0
2396,"Si group, inc.",78559.0
2397,American crystal sugar company,81974.0
2398,"Sandridge energy, inc",25416.0
2399,"Rc lonestar, inc. dba buzzi unicem usa",379906.0
2400,Brownsville public utilities board,44559.0
2401,"Silver eagle oil, inc.",50490.0
2402,"Simmons foods, inc.",72515.0
2403,J r simplot company,64488.0
2404,The sinclair companies,1180643.0
2405,City of sioux falls,62900.0
2406,Poet plant management,33744.8
2407,Siouxland energy & livestock cooperative,61048.0
2408,Cypress semiconductor corporation,3094.0
2409,"Plainfield asset management, llc",172377.0
2410,"Smithfield foods, inc",26574.0
2411,"Smithfield packing company, inc",25787.0
2412,"Smithfield packing company, inc.",41926.0
2413,St. clair county,177456.0
2414,Snf holding company,66648.0
2415,"Macquarie infrastructure company, llc",22816.0
2416,Caterpillar,30969.0
2417,Solutia inc.,189703.0
2418,"Solvay chemicals, inc.",45154.0
2419,Solvay america,894744.8
2420,"Solvay advanced polymers, llc",33147.0
2421,"Solvay solexis, inc.",17384.0
2422,"Sonneborn, llc",58141.0
2423,Sonoco products company,28928.0
2424,County of sonoma,152837.0
2425,South central iowa solid waste agency,27471.0
2426,Fairbanks north star borough,63900.0
2427,Southeast berrien county landfill authority,73618.0
2428,Hillsborough county,98811.0
2429,Cavanta energy corporation,69161.0
2430,Jasa hill holding company,44950.0
2431,United states sugar corporation,29620.0
2432,Southern illinois university,131176.0
2433,"Osceola county, florida",678.0
2434,Southwest iowa renewable energy,35279.0
2435,Buckeye pollution control corporation,36023.0
2436,Southwire company,27721.0
2437,Sp newsprint holding llc,316191.0
2438,"Worthington steel of michigan, inc.",14651.0
2439,"Severstal north america, inc.",13524.0
2440,"Minerals technologies, inc.",170290.0
2441,"Spirit aerosystems holdings, inc.",91889.0
2442,"Ssab enterprises, llc",688076.0
2443,City of st. james,40.0
2444,Metro,93925.0
2445,St. landry parish solid waste disposal district,68659.0
2446,"St. barbara cement, inc.",469.0
2447,St paper,26485.0
2448,"Duke energy generation services, inc.",15015.0
2449,"Ever-green energy, llc",15015.0
2450,Scogi gp,8581.32
2451,Shell oil company,86.68
2452,City of st. george utah,37026.0
2453,St. lucie county commissioners,39325.0
2454,Stafford county,10606.5
2455,Stanislaus food products,45534.0
2456,"Starpet, inc.",28528.0
2457,"Standard steel holdings, llc",53900.0
2458,Steel dust recycling llc,80843.0
2459,"Steel dynamics, inc.",888984.0
2460,"Steel dynamics, inc",148745.0
2461,"Steel dynamics, inc.",237971.0
2462,Steelcase inc,34870.0
2463,Stepan company,35182.0
2464,"Sterling ethanol, llc",51134.0
2465,"Leggett & platt, inc.",97181.0
2466,Enbridge energy partners,25430.0
2467,"Subaru of indiana automotive, incorporated",39498.0
2468,Sullivan county,38163.0
2469,Sumco phoenix corporation,2449.0
2470,Goodyear tire & rubber co.,21533.25
2471,Summit county resource allocation park,38094.0
2472,Sunbury generation lp,2174629.0
2473,Sunnyside cogeneration associates,418153.0
2474,Clark county,19923.0
2475,"Giles holdings, l.p.",112578.0
2476,The state university of new york,21567.0
2477,Surry county landfill,69280.0
2478,The harrisburg authority,103849.0
2479,Sussex county mua,12452.0
2480,Anderson columbia,150447.0
2481,Votorantim cimentos north america,150447.0
2482,Syngenta corporation,49601.0
2483,Syracuse university,54319.0
2484,"Crawfish cogen, llc",212770.5
2485,"Genon power generation, inc",212770.5
2486,Sacramento power authority,291691.0
2487,Municipality of salinas,60061.0
2488,Salt river pima maricopa indian community,63195.0
2489,Lower colorado river authority,12346331.0
2490,Sampson county,7421.0
2491,"East texas electric cooperative, inc.",110983.0
2492,Municipality of san juan,105909.0
2493,"San miguel electric cooperative, inc.",3217704.0
2494,"Sandoval county, new mexico",58602.0
2495,Luminant generation company llc,6865056.0
2496,"County of orange, oc waste & recycling",113359.0
2497,Merisol limited partnership,68521.0
2498,Sasol north america inc.,668672.0
2499,Scottsboro solid waste authority,24122.0
2500,Seaboard corporation,36101.0
2501,"Searles valley minerals, inc.",1485563.0
2502,"Seneca landfill, incorporated",50695.0
2503,Smarr emc,237106.0
2504,"Shenandoah county, va",32793.0
2505,"Enterprise hydrocarbons, l.p.",37310.0
2506,Marquette board of light & power,327137.0
2507,Shoreham energy llc,23236.0
2508,Exxonmobil,1169809.0
2509,"Signal hill wichita falls power, lp",4942.0
2510,"Signal hill petroleum, inc.",27214.0
2511,Sikeston board of muncipal utilities,1885891.0
2512,"Markwest energy partners, lp",34624.0
2513,Crosstex ccng processing ltd,69529.0
2514,Southern nevada water authority,268120.0
2515,"Farmland foods, inc.",31967.0
2516,Orange county container group llc,56122.0
2517,Sonoco products company,469863.0
2518,Enterprise hydrocarbons lp,58307.0
2519,Connecticut resource recovery authority,2488.0
2520,Calpine corporatoin,699719.0
2521,"South stage landfill, inc.",2437.0
2522,City of long beach,31179.5
2523,Los angeles county sanitation district,31179.5
2524,"Southern oklahoma regional disposal, inc.",74352.0
2525,Ge commercial finance - energy financial services,22898.4
2526,Morgan stanley - infrastructure fund,15265.6
2527,Georgia energy cooperative,15679.0
2528,Calypso energy holding llc,2039444.0
2529,St barbara cement,902179.0
2530,"Schuylkill energy resources, inc.",1094739.0
2531,Northern tier energy llc,794952.0
2532,"Sterling power partners, lp",5373.0
2533,"Enbridge us, inc",26265.0
2534,Cedar falls municipal electric utility,73255.0
2535,"Texas industries, inc.",111112.0
2536,Wolverine power supply cooperative inc.,32206.0
2537,"Sunny farms landfill, llc",128568.0
2538,Chevron global power,615389.0
2539,Edison mission energy company,615389.0
2540,"Superior industries international, inc.",45098.0
2541,Chevron corp,39835.0
2542,"Berkshire hathaway, inc",53253.0
2543,City of tacoma,61614.0
2544,Santa barbara county dept of public works,65472.0
2545,"Tggt holdings, llc",32078.0
2546,Taminco inc.,48583.0
2547,Taminco inc,59320.0
2548,Tangipahoa parish government,147874.0
2549,"Cardinal midstream, llc",9678.2
2550,"Atlas pipeline partners, l.p.",189849.0
2551,"Atlaspipeline partners, lp",5336.0
2552,"Tate & lyle ingredients americas, llc",210756.0
2553,Tate & lyle ingredients america llc,261382.0
2554,City of taunton,33204.0
2555,"Tc industries, inc.",29301.0
2556,Tanadgusix corporation,29580.0
2557,Tulare county resource management agency,39671.0
2558,City of temple,119022.0
2559,Temple university of the commonwealth system of higher education facilities management,67634.0
2560,Tensas parish police jury,45181.0
2561,"Cf industries, inc",1099481.0
2562,Cms energy corporation,314319.0
2563,"Tetra technologies, inc.",17232.0
2564,Tetra technologies incorporated,34005.0
2565,"Texas disposal system landfill, inc.",380792.0
2566,Texas instruments incorporated,49319.0
2567,"Texas lehigh cement company, lp",945367.0
2568,Texas medical center central heating and cooling services corporation,93283.0
2569,Texas tech university,61006.0
2570,Texoma area solid waste authority,39789.0
2571,Textron inc.,28990.0
2572,"Tharaldson ethanol plant i, llc",18601.0
2573,Belden holding & acquisition company,56569.0
2574,Boeing company,37245.0
2575,The george washington university,29837.0
2576,Jw childs,35312.0
2577,Western sugar cooperative,613261.0
2578,"Thermafiber, inc",33954.0
2579,Thiele kaolin company,141665.0
2580,Packaging dynamics corporation,385954.0
2581,Three rivers solid waste authority,71948.0
2582,Three rivers solid waste management authority,164942.0
2583,United states steel corporation,178591.05
2584,Timbalier bay production complex,26537.0
2585,Escambia county environmental corporation,108640.0
2586,The timken company,441120.0
2587,"Pentex, llc",5253.0
2588,Titan international inc.,36777.0
2589,Titan international,53718.0
2590,Exxon mobil corporation,2952713.0
2591,"Total holdings usa, inc.",1604467.0
2592,"Toyota motor north america, inc",95770.0
2593,"Toyota motor north america, inc.",60449.0
2594,Tpc group inc.,628962.0
2595,Trademark nitrogen corporation,59815.0
2596,"City of jacksonville, fl",136590.0
2597,Trans-jordan cities,31087.0
2598,Trc cypress group,37805.0
2599,"San joaquin refining company, inc.",2238.5
2600,"Veolia environnment north america operations, inc.",121059.0
2601,Triumph group inc.,27.0
2602,Oldcastle building products,132150.0
2603,Tronox inc.,429785.0
2604,Trunkline gas company,234972.0
2605,Trunkline lng company,13827.0
2606,The trustees of princeton university,77864.0
2607,Newmont mining corporation,1331201.0
2608,"Tyson foods, inc.",375114.0
2609,"Tyson foods, inc.",57418.0
2610,Tyson foods incorporated,23936.0
2611,Pima county,71127.0
2612,Pruvient energy guam investments inc.,189613.0
2613,"Pruvient energy guam, inc",189613.0
2614,"Tanner street generation, llc",41946.0
2615,Targa resources corporation,658495.0
2616,Versado,179426.0
2617,Versado gas processors llc,54023.0
2618,Versado gas processing llc,59107.0
2619,Vesco energy services llc,188991.0
2620,"Cedar bayou fractionators, l.p.",326557.0
2621,Partners,1229673.75
2622,"Tate & lyle ingredients america, llc",1115864.0
2623,Tazewell county board of supervisors,44592.0
2624,"Tenaska energy, inc. and tenaska energy holdings, llc",1446939.1999999995
2625,"Tyr energy, inc. and chubu electric power co., inc.",1198286.25
2626,Diamond generating corporation,739952.75
2627,"J-power usa generation, l.p.",1317395.5
2628,"Osaka gas gateway power, llc",502252.4
2629,"Tenaska energy, inc. and tenaska energy holdings, llc",125563.1
2630,Hawker beechcraft corporation,31626.0
2631,The children's hospital of philadelphia,27516.0
2632,"The goodyear tire & rubber co, inc",49652.0
2633,The johns hopkins hospital,69133.0
2634,"Matt brewing company, inc.",4102.0
2635,"The president & fellows of harvard college, harvard university",78886.0
2636,The university of north carolina at chapel hill,296600.0
2637,The university of texas system,57335.0
2638,University of toledo,20154.0
2639,Stark thermo llc,63999.0
2640,Olethorpe power corporation,1106144.0
2641,Talisman energy usa inc.,48308.0
2642,Oxy long beach inc.,191003.0
2643,"Southern union pipeline, ltd.",25534.0
2644,"Brick power holdings, llc",437931.0
2645,Municipality of toa alta,70685.0
2646,Municipality of toa baja,187473.0
2647,Sunoco inc. refining & marketing,2141888.0
2648,City of lake worth utilities,5183.0
2649,Total holdings inc,45280.0
2650,Town of north hempstead,523.0
2651,Town of smithtown,1000.0
2652,Luminant generation company,156883.0
2653,Utilities board of the city of trussville,12.0
2654,Twin landfill corporation,43490.0
2655,Conocophillips,49441.0
2656,"Inergy midstream, llc",67207.0
2657,U.s. silica company,26985.0
2658,U.s. air force robins afb,51458.0
2659,Rio tinto minerals,329550.0
2660,U. s. department of energy,102719.0
2661,Us navy,26777.0
2662,"Regents, university of california",62834.0
2663,Commonwealth of massachusetts,71276.0
2664,University of massachusetts,102818.0
2665,Unimin corporation,441285.0
2666,"Covanta energy, inc.",197162.0
2667,Ampco - pittsburgh securities v corporation,34994.0
2668,"Unisea, inc.",28052.0
2669,United dairymen of arizona,40533.0
2670,United ethanol llc,74483.0
2671,"Mueller water products, inc.",149551.0
2672,United wisconsin grain producers llc,77147.0
2673,The university of iowa,232993.0
2674,University of oklahoma board of regents,38334.0
2675,"Universal stainless & alloy products, inc.",39510.0
2676,Regents of the university of california,59400.0
2677,University of california san diego,153828.0
2678,University of california,72674.0
2679,University of chicago,100839.0
2680,University of cincinnati,228655.0
2681,University of connecticut,94349.0
2682,The university of delaware,36204.0
2683,The university system of georgia,71200.0
2684,Board of trustees,327289.0
2685,The board of trustees of the university of illinois,132046.0
2686,University of kentucky,123742.0
2687,Curators of the university of missouri,317012.0
2688,University of nebraska,33421.0
2689,University of north dakota,81786.0
2690,University of northern iowa,102060.0
2691,University of notre dame,190723.0
2692,The university of tennessee,86957.0
2693,State government,121196.0
2694,University of virginia - state of virginia,109457.0
2695,"Mpih, inc.",99416.0
2696,Department of the air force,25117.0
2697,U.s. department of the army,45094.0
2698,United states army,356390.0
2699,U.s. department of energy,35443.0
2700,Us department of energy,25597.0
2701,United states department of energy,97620.0
2702,United states gypsum company,184010.0
2703,U.s. gypsum,29301.0
2704,United states gypsum company,27054.0
2705,United states gypsum companu,36651.0
2706,The renco group inc,319300.0
2707,Us dept of the army,42061.0
2708,Magtftc mcagcc twentynine palms,36191.0
2709,United states steel corporation,25673.0
2710,United states steel corporation,21165131.0
2711,U. s. steel corporation,5496606.0
2712,U.s. department of agriculture,28167.0
2713,United states steel,27213.5
2714,Doyon utilities,373471.0
2715,State of wyoming,50143.0
2716,Union parish police jury,53737.0
2717,"Union power partners, lp",2671343.0
2718,"United continental holdings, inc",113755.0
2719,United refining inc.,458178.0
2720,University of arizona/arizona board of regents,78894.0
2721,University of arkansas system,25897.0
2722,Univeristy of california,67905.0
2723,University of colorado at boulder powerhouse,37186.0
2724,The state of kansas,31519.0
2725,The university of maine system,29056.0
2726,State of maryland,124693.0
2727,The university of michigan,253938.0
2728,University of nebraska board of regents,31386.0
2729,University of pittsburgh - of the commonwealth system of higher education,4800.0
2730,University of pittsburgh,56000.0
2731,University of rochester,109347.0
2732,University of vermont and state agricultural college,28358.0
2733,University of washington board of regents,83067.0
2734,Upper southwest regional solid waste management district,56836.0
2735,State of utah,44917.0
2736,Val verde gas gathering company lp,232589.0
2737,Vanderbilt university board of trust,159687.0
2738,Vantage specialty chemicals,41974.0
2739,"Vector pipeline, lp",240120.0
2740,Vector pipeline,65769.0
2741,"Ventura refining and transmission, llc",12858.0
2742,Verso paper corporation,588410.0
2743,Virgin island water and power authority,375364.0
2744,Gdf suez north america,40580.0
2745,City of virginia beach,14904.0
2746,City of virginia,133086.0
2747,"Viscofan usa, inc.",54549.0
2748,"Viskase companies, inc",46112.0
2749,Vista metals corp.,28041.0
2750,Volusia county board of county commissioners,249971.0
2751,Vvf intervest llc,49623.0
2752,"Valero renewable fuels company, llc",183762.0
2753,Valero,94667.0
2754,Valero corporation,189618.0
2755,"Valley proteins, inc",42089.0
2756,"City-county sanitation, inc.",4323.0
2757,"V&m star ohio, llp",167416.0
2758,"V&m star texas, llp",28232.0
2759,"Northern star generation, l.l.c.",219379.0
2760,City of vero beach,35741.0
2761,Vsi holdings llc,84182.0
2762,"Renu power holdings, llc",395688.0
2763,Marathon oil company,35935.5
2764,Cogentrix virginia leasing corporation,483224.0
2765,Commonwealth of virginia,119553.0
2766,Rome-floyd county solid waste commission,63770.0
2767,"Amalgamated warbasse houses, incorporated",34300.0
2768,Pollution control financing authority,28495.0
2769,Wasatch integrated waste management district,74376.0
2770,Washington county,38242.0
2771,"Washington mills north grafton, inc.",126483.0
2772,Charles city county,183881.0
2773,East bay regional parks district,13965.0
2774,Arapahoe county,13367.0
2775,New page holding corp,114971.0
2776,Thyssenkrupp components technologies,241664.0
2777,Eq - the environmental quality company,12015.0
2778,Wayne state university,48349.0
2779,Webster parish police jury,77465.0
2780,Fairmount minerals ltd.,29801.0
2781,Wellesley college,31424.0
2782,Spartanburg county public works,47015.0
2783,Brown county port and solid wste department,12218.0
2784,Daviess county fiscal court,104509.0
2785,County of hawaii,55540.0
2786,Jones sanitation,43070.0
2787,West linn paper company,99076.0
2788,Nassau county board of county commissioners,47276.0
2789,"Westar energy, inc.",19260759.16
2790,Kansas city power & light company - greater missouri operations company,1167737.84
2791,"Western berks landfill acquisition co., llc",68638.0
2792,Western illinois university,44734.0
2793,Western michigan university,68879.0
2794,"Western new york energy, llc",76660.0
2795,Western placer waste management authority,50275.0
2796,Shell oil co.,33184.0
2797,Westlake chemical corporation,1214579.0
2798,"Westlake vinyls company, lp",124750.0
2799,Westlake chemical corp.,433047.0
2800,"Westmoreland waste, llc",73115.0
2801,Waste management inc,132282.0
2802,Wexford county department of public works,85411.0
2803,Jmc steel group,43787.0
2804,Waste management inc.,26088.0
2805,Waste management,116776.0
2806,Counties of warren / washington industrial development agency,56947.0
2807,Whirlpool corporation,29535.0
2808,Whirlpool corporation,25429.0
2809,Traxys north america llc,34719.95
2810,"Berkshire advisers, inc.",6127.05
2811,County of whiteside,74491.0
2812,"Exterran holdins, inc.",25909.0
2813,William beaumont hospital,28159.0
2814,Williamson county,27450.0
2815,Williamson county,81536.0
2816,"Williams partners, l.p.",181775.0
2817,Illinois tool works,26522.0
2818,Town of windsor,86166.0
2819,Winnebago county solid waste management board,89197.0
2820,Winneshiek county sanitary landfill,38027.0
2821,The newark group inc.,41408.0
2822,Wise metals group,259404.0
2823,Minnesota pollution control agency,55359.0
2824,"Bf bolthouse holdco, llc",27409.0
2825,Forest preserve district of dupage county,94988.0
2826,Roll international,28649.0
2827,Woodland pulp llc,156286.0
2828,"Worsham steed gas storage, llc",43751.0
2829,"Wsi sandy run landfill, inc.",63335.0
2830,"Wtg hugoton, l.p.",27038.0
2831,Wyandotte municipal services,309153.0
2832,Pfizer inc.,34274.0
2833,Gary-williams energy corporation,462878.0
2834,Dakota coal company,162999.0
2835,Hermes consolidated inc.,120737.0
2836,Wyoming sugar company,25841.0
2837,Walnut energy center authority,673984.0
2838,American electric power corp.,156924.0
2839,"Walton county power, llc",198895.0
2840,Delaware municiple electric corporation,16844.0
2841,"Washington county power, llc",145623.0
2842,Wgl holdings inc.,27019.0
2843,Washington university medical school,37923.0
2844,Martin midstream partners l.p.,29918.5
2845,Decatur county,96173.0
2846,Peabody municipal light plant,13097.0
2847,Thyssenkrupp components technologies,182097.0
2848,County of wayne,63225.0
2849,Landfill llc,29718.0
2850,Mge energy inc.,5684.25
2851,"North american energy alliacne, llc",87200.0
2852,City of gardner,1769.0
2853,Rock-tenn co,540692.0
2854,Rock-tenn company,38380.0
2855,Sp newsprint co. llc,33376.0
2856,Simpson investment company,155798.0
2857,Westmoreland coal company,1346296.0
2858,Dairyland power cooperative,1487720.96
2859,Waste management inc,520279.0
2860,Eastern connecticut resource recovery authority,72363.0
2861,Artistic carton company,25.0
2862,"Lsp-whitewater, limited partnership",301281.0
2863,City of richmond,256127.0
2864,Wilkes county,48068.0
2865,"Columbia county, fl",40384.0
2866,"Wolf hollow i, lp",1176045.0
2867,Nyc health & hospitals corp,38774.0
2868,Minnesota pollution control agency,3293.0
2869,City of shreveport,31191.0
2870,World kitchen llc,26991.0
2871,Montana dakota utilities company,142693.75
2872,Consolidated wy municipalities electric power system jpb,131278.25
2873,Precision castpart corporation,40787.0
2874,Black hills energy,585055.4
2875,"Xto enregy, inc.",30355.0
2876,Xerox corporation,38415.0
2877,Yakima county public services - solid waste division,125773.0
2878,The yale corporation,188616.0
2879,Kinder morgan production company lp.,176817.0
2880,Yellowstone energy limited partnership,707952.0
2881,"York county, south carolina",48485.0
2882,York county solid waste & refuse authority,142728.0
2883,Youngstown thermal holdings llc,56.0
2884,"Yuma ethanol, llc",45628.0
2885,"Western refining southwest, incorporated",467575.0
2886,"Yuba city cogeneration, lp",66151.0
2887,"Pinon gathering company, llc",38549.0
