"Company","Total GHG"
Rock River Environmental Services,240136.0
"Brazos Valley Solid Waste Management Agency, Inc.",214760.0
Rockbridge County Landfill,43360.0
"Rockingham County, Virginia",20062.0
"LS Power, LLC",16015.0
Roseville Electric,205217.0
"Park Place Development, Inc.",38357.0
Brick Power Holdings LLC,212416.0
"Rumpke Sanitary Landfill, Inc.",977134.0
City of Jamestown,108704.0
S. D. Warren Company,106819.0
SABIC Innovative Plastics US LLC,687960.0
Sabine Parish Police Jury,75322.0
Cheniere Energy Inc,67457.0
Safety-Kleen Systems Inc.,57671.0
"NRG ENERGY, INC.",174820.5
"PARAGON ENERGY HOLDING , LLC",174820.5
Saint Gobain North America,53658.0
City of St. Joseph,202910.0
City of Salina,81003.0
Salt Lake County,59509.5
"Sampson County Disposal, LLC",339490.0
City of San Angelo,78901.0
"San Joaquin Refining Company, Inc.",86746.0
BP America Production Company,116571.5
ConocoPhillips Company,116571.5
San Diego County Department of Public Works,9578.0
Sanders Lead Company,182555.0
Sanimax USA Inc.,26572.0
Sanofi Pasteur Inc.,43429.0
City of Santa Maria,31838.0
Santa Rosa County Board of County Commissioners,93596.0
Santee Print Works Inc,29552.0
"Sapa Extrusions, Inc.",60057.0
S.D. Warren Company,331766.0
Saputo Cheese USA Inc.,88169.0
"Sarpy County, Nebraska",112242.0
City of Whittier,18363.0
Imperial Sugar Co.,104106.0
Imperial Sugar Company,199765.0
City of Savannah - Refuse Disposal Department,143268.0
"SC Johnson and Son, Inc.",23089.0
Sacramento Cogeneration Authority,370224.0
"SCA TISSUE NORTH AMERICA, INC",64743.0
SCA Tissue North America Inc.,119647.0
Waste Commission of Scott County,50407.0
Hess Corporation,265443.56
GrafTech International Ltd.,181613.0
SECCRA,44678.0
DeKalb County Public Works Department Sanitation Division,185727.0
IESI,124742.0
Sensient Technologies Corporation,38426.0
Kane County,127822.0
"Seymour of Sycamore, Inc.",571.0
Wabash Valley Power Association,225.0
Shapes/Arch Holdings LLC,24728.0
Shaw Industries Inc.,83381.0
Shelby County Commission,72193.0
City of Shelby,96842.0
"Shell Petroleum, Inc.",1029112.0
Shell Chemical LP,10132.0
Deer Park Refining Limited Partnership,4506098.0
Shell Petroleum Inc.,4506098.0
Shell Oil Products US,2048229.0
Sherwin Alumina Company LLC,195252.0
C-K Tech Inc.,139563.0
"C-K Tech, Inc.",133457.0
"Shoosmith Bros., Inc.",69843.0
Lane County,160933.0
"Show-Me Ethanol, LLC",78718.0
"Showa Denko Carbon, Inc",242960.0
SI Group,26790.0
"SI Group, Inc.",78559.0
American Crystal Sugar Company,81974.0
"SandRidge Energy, Inc",25416.0
"RC Lonestar, Inc. dba Buzzi Unicem USA",379906.0
Brownsville Public Utilities Board,44559.0
"Silver Eagle Oil, Inc.",50490.0
"Simmons Foods, Inc.",72515.0
J R Simplot Company,64488.0
The Sinclair Companies,1180643.0
City of Sioux Falls,62900.0
POET Plant Management,33744.8
Siouxland Energy & Livestock Cooperative,61048.0
Cypress Semiconductor Corporation,3094.0
"Plainfield Asset Management, LLC",172377.0
"Smithfield Foods, Inc",26574.0
"Smithfield Packing Company, Inc",25787.0
"Smithfield Packing Company, Inc.",41926.0
St. Clair County,177456.0
SNF Holding Company,66648.0
"Macquarie Infrastructure Company, LLC",22816.0
Caterpillar,30969.0
Solutia Inc.,189703.0
"Solvay Chemicals, Inc.",45154.0
Solvay America,894744.8
"Solvay Advanced Polymers, LLC",33147.0
"Solvay Solexis, Inc.",17384.0
"Sonneborn, LLC",58141.0
Sonoco Products COmpany,28928.0
County of Sonoma,152837.0
South Central Iowa Solid Waste Agency,27471.0
Fairbanks North Star Borough,63900.0
Southeast Berrien County Landfill Authority,73618.0
Hillsborough County,98811.0
Cavanta Energy Corporation,69161.0
Jasa Hill Holding Company,44950.0
United States Sugar Corporation,29620.0
Southern Illinois University,131176.0
"Osceola County, Florida",678.0
Southwest Iowa Renewable Energy,35279.0
Buckeye Pollution Control Corporation,36023.0
Southwire Company,27721.0
SP Newsprint Holding LLC,316191.0
"Worthington Steel of Michigan, Inc.",14651.0
"Severstal North America, Inc.",13524.0
"Minerals Technologies, Inc.",170290.0
"Spirit AeroSystems Holdings, Inc.",91889.0
"SSAB Enterprises, LLC",688076.0
City of St. James,40.0
Metro,93925.0
St. Landry Parish Solid Waste Disposal District,68659.0
"St. Barbara Cement, Inc.",469.0
ST Paper,26485.0
"Duke Energy Generation Services, Inc.",15015.0
"Ever-Green Energy, LLC",15015.0
SCOGI GP,8581.32
Shell Oil Company,86.68
City of St. George Utah,37026.0
St. Lucie County Commissioners,39325.0
Stafford County,10606.5
Stanislaus Food Products,45534.0
"StarPet, Inc.",28528.0
"Standard Steel Holdings, LLC",53900.0
Steel Dust Recycling LLC,80843.0
"STEEL DYNAMICS, INC.",888984.0
"STEEL DYNAMICS, INC",148745.0
"Steel Dynamics, Inc.",237971.0
Steelcase Inc,34870.0
Stepan Company,35182.0
"Sterling Ethanol, LLC",51134.0
"Leggett & Platt, Inc.",97181.0
Enbridge Energy Partners,25430.0
"Subaru of Indiana Automotive, Incorporated",39498.0
Sullivan County,38163.0
SUMCO Phoenix Corporation,2449.0
Goodyear Tire & Rubber Co.,21533.25
Summit County Resource Allocation Park,38094.0
SUNBURY GENERATION LP,2174629.0
Sunnyside Cogeneration Associates,418153.0
Clark County,19923.0
"Giles Holdings, L.P.",112578.0
The State University of New York,21567.0
Surry County Landfill,69280.0
The Harrisburg Authority,103849.0
Sussex County MUA,12452.0
Anderson Columbia,150447.0
Votorantim Cimentos North America,150447.0
Syngenta Corporation,49601.0
Syracuse University,54319.0
"Crawfish Cogen, LLC",212770.5
"GenOn Power Generation, Inc",212770.5
Sacramento Power Authority,291691.0
Municipality of Salinas,60061.0
Salt River Pima Maricopa Indian Community,63195.0
Lower Colorado River Authority,12346331.0
Sampson County,7421.0
"East Texas Electric Cooperative, Inc.",110983.0
Municipality of San Juan,105909.0
"San Miguel Electric Cooperative, Inc.",3217704.0
"Sandoval County, New Mexico",58602.0
Luminant Generation Company LLc,6865056.0
"County Of Orange, OC Waste & Recycling",113359.0
Merisol Limited Partnership,68521.0
Sasol North America Inc.,668672.0
Scottsboro Solid Waste Authority,24122.0
Seaboard Corporation,36101.0
"Searles Valley Minerals, Inc.",1485563.0
"Seneca Landfill, Incorporated",50695.0
Smarr EMC,237106.0
"Shenandoah County, VA",32793.0
"Enterprise hydrocarbons, L.P.",37310.0
Marquette Board of Light & Power,327137.0
Shoreham Energy LLC,23236.0
ExxonMobil,1169809.0
"Signal Hill Wichita Falls Power, LP",4942.0
"Signal Hill Petroleum, Inc.",27214.0
Sikeston Board of Muncipal Utilities,1885891.0
"MarkWest Energy Partners, LP",34624.0
Crosstex CCNG Processing Ltd,69529.0
Southern Nevada Water Authority,268120.0
"Farmland Foods, Inc.",31967.0
Orange County Container Group LLC,56122.0
Sonoco Products Company,469863.0
Enterprise Hydrocarbons LP,58307.0
Connecticut Resource Recovery Authority,2488.0
Calpine Corporatoin,699719.0
"South Stage Landfill, Inc.",2437.0
City of Long Beach,31179.5
Los Angeles County Sanitation District,31179.5
"Southern Oklahoma Regional Disposal, Inc.",74352.0
GE Commercial Finance - Energy Financial Services,22898.399999999998
Morgan Stanley - Infrastructure Fund,15265.6
Georgia Energy Cooperative,15679.0
Calypso Energy Holding LLC,2039444.0
St Barbara Cement,902179.0
"Schuylkill Energy Resources, Inc.",1094739.0
NORTHERN TIER ENERGY LLC,794952.0
"Sterling Power Partners, LP",5373.0
"Enbridge US, Inc",26265.0
Cedar Falls Municipal Electric Utility,73255.0
"Texas Industries, Inc.",111112.0
Wolverine Power Supply Cooperative Inc.,32206.0
"Sunny Farms Landfill, LLC",128568.0
Chevron Global Power,615389.0
Edison Mission energy Company,615389.0
"Superior Industries International, Inc.",45098.0
CHEVRON CORP,39835.0
"Berkshire Hathaway, Inc",53253.0
City of Tacoma,61614.0
Santa Barbara County Dept of Public Works,65472.0
"TGGT Holdings, LLC",32078.0
Taminco Inc.,48583.0
Taminco Inc,59320.0
Tangipahoa Parish Government,147874.0
"Cardinal Midstream, LLC",9678.2
"Atlas Pipeline Partners, L.P.",189849.0
"AtlasPipeline Partners, LP",5336.0
"Tate & Lyle Ingredients Americas, LLC",210756.0
Tate & Lyle Ingredients America LLC,261382.0
City of Taunton,33204.0
"TC Industries, Inc.",29301.0
Tanadgusix Corporation,29580.0
Tulare County Resource Management Agency,39671.0
City of Temple,119022.0
Temple University of the Commonwealth System of Higher Education Facilities Management,67634.0
Tensas Parish Police Jury,45181.0
"CF Industries, Inc",1099481.0
CMS Energy Corporation,314319.0
"Tetra Technologies, Inc.",17232.0
TETRA Technologies Incorporated,34005.0
"Texas Disposal System Landfill, Inc.",380792.0
Texas Instruments Incorporated,49319.0
"Texas Lehigh Cement Company, LP",945367.0
Texas Medical Center Central Heating and Cooling Services Corporation,93283.0
Texas Tech University,61006.0
Texoma Area Solid Waste Authority,39789.0
Textron Inc.,28990.0
"Tharaldson Ethanol Plant I, LLC",18601.0
Belden Holding & Acquisition Company,56569.0
Boeing Company,37245.0
The George Washington University,29837.0
JW Childs,35312.0
Western Sugar Cooperative,613261.0
"Thermafiber, Inc",33954.0
Thiele Kaolin Company,141665.0
PACKAGING DYNAMICS CORPORATION,385954.0
Three Rivers Solid Waste Authority,71948.0
Three Rivers Solid Waste Management Authority,164942.0
United States Steel Corporation,178591.05
Timbalier Bay Production Complex,26537.0
Escambia County Environmental Corporation,108640.0
The Timken Company,441120.0
"Pentex, LLC",5253.0
Titan International Inc.,36777.0
Titan International,53718.0
EXXON MOBIL CORPORATION,2952713.0
"TOTAL Holdings USA, Inc.",1604467.0
"Toyota Motor North America, Inc",95770.0
"Toyota Motor North America, Inc.",60449.0
TPC Group Inc.,628962.0
TRADEMARK NITROGEN CORPORATION,59815.0
"City of Jacksonville, FL",136590.0
Trans-Jordan Cities,31087.0
TRC Cypress Group,37805.0
"San Joaquin Refining Company, Inc.",2238.5
"Veolia Environnment North America Operations, Inc.",121059.0
Triumph Group Inc.,27.0
Oldcastle Building Products,132150.0
Tronox Inc.,429785.0
TRUNKLINE GAS COMPANY,234972.0
TRUNKLINE LNG Company,13827.0
The Trustees of Princeton University,77864.0
Newmont Mining Corporation,1331201.0
"Tyson Foods, Inc.",375114.0
"Tyson Foods, inc.",57418.0
Tyson Foods Incorporated,23936.0
Pima County,71127.0
Pruvient Energy Guam Investments Inc.,189613.0
"Pruvient Energy Guam, Inc",189613.0
"Tanner Street Generation, LLC",41946.0
Targa Resources Corporation,658495.0
VERSADO,179426.0
Versado Gas Processors LLC,54023.0
Versado Gas Processing LLC,59107.0
Vesco Energy Services LLC,188991.0
"Cedar Bayou Fractionators, L.P.",326557.0
Partners,1229673.75
"Tate & Lyle Ingredients America, LLC",1115864.0
Tazewell County Board of Supervisors,44592.0
"Tenaska Energy, Inc. and Tenaska Energy Holdings, LLC",1446939.1999999997
"Tyr Energy, Inc. and Chubu Electric Power Co., Inc.",1198286.25
Diamond Generating Corporation,739952.75
"J-POWER USA Generation, L.P.",1317395.5
"Osaka Gas Gateway Power, LLC",502252.4
"Tenaska Energy, Inc. and Tenaska Energy Holdings, LLC",125563.1
Hawker Beechcraft Corporation,31626.0
The Children's Hospital of Philadelphia,27516.0
"The Goodyear Tire & Rubber Co, Inc",49652.0
The Johns Hopkins Hospital,69133.0
"Matt Brewing Company, Inc.",4102.0
"The President & Fellows of Harvard College, Harvard University",78886.0
The University of North Carolina at Chapel Hill,296600.0
The University of Texas System,57335.0
University of Toledo,20154.0
Stark Thermo LLC,63999.0
Olethorpe Power Corporation,1106144.0
Talisman Energy USA Inc.,48308.0
Oxy Long Beach Inc.,191003.0
"Southern Union Pipeline, Ltd.",25534.0
"Brick Power Holdings, LLC",437931.0
Municipality of Toa Alta,70685.0
Municipality of Toa Baja,187473.0
Sunoco Inc. Refining & Marketing,2141888.0
City of Lake Worth Utilities,5183.0
Total Holdings Inc,45280.0
Town of North Hempstead,523.0
Town of Smithtown,1000.0
Luminant Generation Company,156883.0
Utilities Board of the City of Trussville,12.0
TWIN Landfill Corporation,43490.0
Conocophillips,49441.0
"Inergy Midstream, LLC",67207.0
U.S. Silica Company,26985.0
U.S. Air Force Robins AFB,51458.0
Rio Tinto Minerals,329550.0
U. S. Department of Energy,102719.0
US Navy,26777.0
"Regents, University of California",62834.0
Commonwealth of Massachusetts,71276.0
University of Massachusetts,102818.0
Unimin Corporation,441285.0
"Covanta Energy, Inc.",197162.0
Ampco - Pittsburgh Securities V Corporation,34994.0
"UniSea, Inc.",28052.0
United Dairymen of Arizona,40533.0
United Ethanol LLC,74483.0
"Mueller Water Products, Inc.",149551.0
United Wisconsin Grain Producers LLC,77147.0
The University of Iowa,232993.0
University of Oklahoma Board of Regents,38334.0
"Universal Stainless & Alloy Products, Inc.",39510.0
Regents of the University of California,59400.0
University of California San Diego,153828.0
University of California,72674.0
University of Chicago,100839.0
University of Cincinnati,228655.0
University of Connecticut,94349.0
The University of Delaware,36204.0
THE UNIVERSITY SYSTEM OF GEORGIA,71200.0
Board of Trustees,327289.0
The Board of Trustees of the University of Illinois,132046.0
University of Kentucky,123742.0
Curators of the University of Missouri,317012.0
University of Nebraska,33421.0
University of North Dakota,81786.0
University of Northern Iowa,102060.0
University of Notre Dame,190723.0
The University of Tennessee,86957.0
State Government,121196.0
University of Virginia - State of Virginia,109457.0
"MPIH, Inc.",99416.0
Department of the Air Force,25117.0
U.S. Department of the Army,45094.0
United States Army,356390.0
U.S. Department of Energy,35443.0
US Department of Energy,25597.0
United States Department of Energy,97620.0
United States Gypsum Company,184010.0
U.S. Gypsum,29301.0
UNITED STATES GYPSUM COMPANY,27054.0
United States Gypsum Companu,36651.0
THE RENCO GROUP INC,319300.0
US DEPT OF THE ARMY,42061.0
MAGTFTC MCAGCC Twentynine Palms,36191.0
United States Steel corporation,25673.0
United States Steel Corporation,21165131.0
U. S. Steel Corporation,5496606.0
U.S. Department of Agriculture,28167.0
United States Steel,27213.5
Doyon Utilities,373471.0
State of Wyoming,50143.0
Union Parish Police Jury,53737.0
"Union Power Partners, LP",2671343.0
"United Continental Holdings, Inc",113755.0
United Refining Inc.,458178.0
University of Arizona/Arizona Board of Regents,78894.0
University of Arkansas System,25897.0
Univeristy of California,67905.0
University of Colorado at Boulder Powerhouse,37186.0
The State of Kansas,31519.0
The University of Maine System,29056.0
State of Maryland,124693.0
The University of Michigan,253938.0
University of Nebraska Board of Regents,31386.0
University of Pittsburgh - Of the Commonwealth System of Higher Education,4800.0
UNIVERSITY OF PITTSBURGH,56000.0
University of Rochester,109347.0
University of Vermont and State Agricultural College,28358.0
University of Washington Board of Regents,83067.0
Upper Southwest Regional Solid Waste Management District,56836.0
State Of Utah,44917.0
Val Verde Gas Gathering Company LP,232589.0
Vanderbilt University Board of Trust,159687.0
Vantage Specialty Chemicals,41974.0
"Vector Pipeline, LP",240120.0
Vector Pipeline,65769.0
"Ventura Refining and Transmission, LLC",12858.0
Verso Paper Corporation,588410.0
Virgin Island Water and Power Authority,375364.0
GDF Suez North America,40580.0
City of Virginia Beach,14904.0
City of Virginia,133086.0
"Viscofan USA, Inc.",54549.0
"Viskase Companies, Inc",46112.0
Vista Metals Corp.,28041.0
Volusia County Board of County Commissioners,249971.0
VVF Intervest LLC,49623.0
"Valero Renewable Fuels Company, LLC",183762.0
Valero,94667.0
Valero Corporation,189618.0
"Valley Proteins, Inc",42089.0
"City-County Sanitation, Inc.",4323.0
"V&M STAR Ohio, LLP",167416.0
"V&M STAR Texas, LLP",28232.0
"Northern Star Generation, L.L.C.",219379.0
City of Vero Beach,35741.0
VSI Holdings LLC,84182.0
"ReNu Power Holdings, LLC",395688.0
Marathon Oil Company,35935.5
Cogentrix Virginia Leasing Corporation,483224.0
Commonwealth of Virginia,119553.0
Rome-Floyd County Solid Waste Commission,63770.0
"Amalgamated Warbasse Houses, Incorporated",34300.0
Pollution Control Financing Authority,28495.0
Wasatch Integrated Waste Management District,74376.0
Washington County,38242.0
"Washington Mills North Grafton, Inc.",126483.0
Charles City County,183881.0
East Bay Regional Parks District,13965.0
Arapahoe County,13367.0
NEW PAGE HOLDING CORP,114971.0
ThyssenKrupp Components Technologies,241664.0
EQ - The Environmental Quality Company,12015.0
Wayne State University,48349.0
Webster Parish Police Jury,77465.0
FAIRMOUNT MINERALS LTD.,29801.0
Wellesley College,31424.0
Spartanburg County Public Works,47015.0
Brown County Port and Solid Wste Department,12218.0
Daviess County Fiscal Court,104509.0
County of Hawaii,55540.0
Jones Sanitation,43070.0
West Linn Paper Company,99076.0
Nassau County Board of County Commissioners,47276.0
"Westar Energy, Inc.",19260759.16
Kansas City Power & Light Company - Greater Missouri Operations Company,1167737.84
"Western Berks Landfill Acquisition Co., LLC",68638.0
Western Illinois University,44734.0
Western Michigan University,68879.0
"Western New York Energy, LLC",76660.0
Western Placer Waste Management Authority,50275.0
Shell Oil Co.,33184.0
Westlake Chemical Corporation,1214579.0
"Westlake Vinyls Company, LP",124750.0
Westlake Chemical Corp.,433047.0
"Westmoreland Waste, LLC",73115.0
WASTE MANAGEMENT INC,132282.0
Wexford County Department of Public Works,85411.0
JMC Steel Group,43787.0
Waste Management Inc.,26088.0
Waste Management,116776.0
Counties of Warren / Washington Industrial Development Agency,56947.0
Whirlpool Corporation,29535.0
whirlpool corporation,25429.0
Traxys North America LLC,34719.95
"Berkshire Advisers, Inc.",6127.05
County of Whiteside,74491.0
"Exterran Holdins, Inc.",25909.0
William Beaumont Hospital,28159.0
Williamson County,27450.0
Williamson County,81536.0
"Williams Partners, L.P.",181775.0
Illinois Tool Works,26522.0
Town of Windsor,86166.0
Winnebago County Solid Waste Management Board,89197.0
Winneshiek County Sanitary Landfill,38027.0
The Newark Group Inc.,41408.0
Wise Metals Group,259404.0
Minnesota Pollution control Agency,55359.0
"BF Bolthouse Holdco, LLC",27409.0
Forest Preserve District of DuPage County,94988.0
Roll International,28649.0
Woodland Pulp LLC,156286.0
"Worsham Steed Gas Storage, LLC",43751.0
"WSI Sandy Run Landfill, Inc.",63335.0
"WTG Hugoton, L.P.",27038.0
Wyandotte Municipal Services,309153.0
Pfizer Inc.,34274.0
Gary-Williams Energy Corporation,462878.0
Dakota Coal Company,162999.0
Hermes Consolidated Inc.,120737.0
Wyoming Sugar Company,25841.0
WALNUT ENERGY CENTER AUTHORITY,673984.0
American Electric Power Corp.,156924.0
"Walton County Power, LLC",198895.0
Delaware Municiple Electric Corporation,16844.0
"Washington County Power, LLC",145623.0
WGL Holdings Inc.,27019.0
Washington University Medical School,37923.0
Martin Midstream Partners L.P.,29918.5
Decatur County,96173.0
Peabody Municipal Light Plant,13097.0
Thyssenkrupp Components Technologies,182097.0
County of Wayne,63225.0
Landfill LLC,29718.0
MGE Energy Inc.,5684.25
"North American Energy Alliacne, LLC",87200.0
City of Gardner,1769.0
ROCK-TENN CO,540692.0
ROCK-TENN COMPANY,38380.0
SP Newsprint Co. LLC,33376.0
Simpson Investment Company,155798.0
Westmoreland Coal Company,1346296.0
Dairyland Power Cooperative,1487720.96
Waste Management Inc,520279.0
Eastern Connecticut Resource Recovery Authority,72363.0
Artistic Carton Company,25.0
"LSP-Whitewater, Limited Partnership",301281.0
City of Richmond,256127.0
Wilkes County,48068.0
"Columbia County, Fl",40384.0
"Wolf Hollow I, LP",1176045.0
NYC HEALTH & HOSPITALS CORP,38774.0
Minnesota Pollution Control Agency,3293.0
City of Shreveport,31191.0
World Kitchen LLC,26991.0
Montana Dakota Utilities Company,142693.75
Consolidated WY Municipalities Electric Power System JPB,131278.25
Precision Castpart Corporation,40787.0
Black Hills Energy,585055.4
"XTO Enregy, Inc.",30355.0
Xerox Corporation,38415.0
Yakima County Public Services - Solid Waste Division,125773.0
The Yale Corporation,188616.0
Kinder Morgan Production Company LP.,176817.0
Yellowstone Energy Limited Partnership,707952.0
"York County, South Carolina",48485.0
York County Solid Waste & Refuse Authority,142728.0
Youngstown Thermal Holdings LLC,56.0
"Yuma Ethanol, LLC",45628.0
"Western Refining Southwest, Incorporated",467575.0
"Yuba City Cogeneration, LP",66151.0
"Pinon Gathering Company, LLC",38549.0
